ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,RET,Draft,OA Pick
5578,44,11/21/1976,Mike Parker,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1501
1589,52,06/25/1968,Josh Hubbard,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1505
4621,43,05/31/1977,JUAN SALINAS,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1508
1720,53,06/25/1967,Jalen Kessler,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1525
2402,50,02/20/1971,Chris Castillo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1528
1412,56,06/14/1964,Nathan Lent,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1530
5553,50,04/15/1971,Jose Rivera,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1553
2853,52,03/17/1969,Jon Uroza,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1556
6498,38,11/02/1982,Alfonso Rosa,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1565
5264,45,01/08/1976,Bill Tabb,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1572
4041,45,01/08/1976,Danny Sagastume,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1594
1717,53,11/13/1967,Steve Pence,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1650
1946,54,12/31/1966,Greg Dominguez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1651
5451,42,04/07/1979,Robert Gutierrez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1654
131,57,12/06/1963,Bill Niemiec,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1666
4461,45,04/09/1976,Yoshiji Harada,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1667
1847,53,11/13/1967,Bruce Palomares,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1669
638,58,10/15/1962,Francisco Malave,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1670
5569,40,09/06/1980,Alex Mejia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1690
2757,53,02/05/1968,Chris Outlaw,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1691
4638,42,02/16/1979,Raul Moreno,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1692
3770,47,09/05/1973,Jeff Braham,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1708
840,48,06/28/1972,Nate Molloy,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1709
5542,51,06/20/1969,Noah Ammons,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1711
283,57,03/12/1964,Edgar Cercignani,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1712
716,56,06/16/1964,Danny Luevanos,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1737
1116,52,08/13/1968,Chris Hale,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1738
550,56,01/07/1965,Alberto Martinez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1759
5404,40,04/06/1981,Hank Hardy,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1763
4779,43,08/28/1977,Mario Perez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1765
1191,55,01/22/1966,Manny Hernandez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1767
5870,40,03/07/1981,Roberto Grajales,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1794
5546,46,03/11/1975,Myeong-hwan Shin,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1822
2880,51,04/04/1970,Shannon Robertson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1823
1415,48,10/18/1972,Frank Faber,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1825
2759,53,03/13/1968,Casey Williams,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1827
645,51,11/21/1969,Walt Tait,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1841
1290,55,01/14/1966,Ryan Keller,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1845
3432,47,06/05/1973,Mike Blasier,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1863
3565,45,01/23/1976,Jake Poling,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1882
1889,55,09/14/1965,Corey Louviere,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1884
4389,44,11/03/1976,Eddie Barrios,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1887
4247,47,06/28/1973,Chris McDonald,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1891
2799,51,12/06/1969,Tim Hislop,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1911
2578,50,10/29/1970,Kevin Pierson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1919
503,56,10/17/1964,Hector Sanchez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1951
1596,52,12/02/1968,Ryan Werner,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1962
3301,48,10/26/1972,Steve Gezella,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1968
5895,49,02/27/1972,Gan Xú,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1978
2913,52,03/20/1969,Sean Darr,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1980
4959,44,08/16/1976,Adam Archer,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1983
407,57,01/26/1964,Karl Catledge,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1993
83,58,09/24/1962,German Hurtado,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1995
3533,46,11/03/1974,John Swall,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1996
5308,41,01/27/1980,Charlie Bressler,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2001
5587,44,01/26/1977,Dan Zemke,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2002
2354,50,11/15/1970,Bobby Chinchilla,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2003
5471,41,10/11/1979,Manny Albarran,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2006
1217,56,09/23/1964,Aaron Dahl,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2014
765,58,04/12/1963,Harry Allen,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2017
270,58,02/07/1963,Lorenzo Sandoval,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2036
1168,57,05/08/1964,Tony Uribe,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2052
5878,40,01/29/1981,David Mackey,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2068
4146,44,12/01/1976,Nick Frias,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2107
1339,55,10/21/1965,Adam Strizich,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2118
1,58,08/23/1962,Ricardo Umana,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2127
2363,55,11/25/1965,Jay Piner,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2128
1496,54,12/22/1966,Keith Ryan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2132
2834,51,06/01/1969,Ben Carter,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2133
1346,55,01/15/1966,Sam Matthews,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2134
1437,54,08/05/1966,John Montavon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2154
5574,41,10/15/1979,Dave Boynton,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2158
2942,50,10/09/1970,Jonas Paulus,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2161
3160,45,11/10/1975,Sigifrid Hooper,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2162
4061,45,04/25/1976,Enrique Cacho,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2166
6558,40,01/23/1981,Juan Estrada,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2173
5113,42,01/09/1979,Nico Middelkoop,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2174
379,58,02/04/1963,Armando Leonez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2175
4407,44,07/17/1976,Pero Borralho,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2204
81,55,12/16/1965,Caleb Ramsay,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2208
691,54,03/29/1967,Pete Brown,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2217
888,54,10/18/1966,Cesar Mijangos,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,2229
13616,22,08/14/1998,Iwan Abbas,2.0 Stars,2.0 Stars,Durable,50,35,40,80,-,-,55,-,-,-,-,-,-,-,-,98-100,25,No,0,0
2902,51,01/08/1970,Andy Abram,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,159
11882,25,03/25/1996,Leonor Accioli,2.0 Stars,2.5 Stars,Normal,60,50,50,80,-,-,-,65,-,60,-,-,-,-,-,96-98,40,No,0,0
11212,26,01/11/1995,Andres Alfaro,2.5 Stars,2.5 Stars,Normal,60,55,50,80,50,70,-,-,-,-,-,-,-,-,-,95-97,30,No,0,0
8827,33,05/10/1988,Danny Amador,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8159,34,09/23/1986,Vinícius Andersen,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
16889,28,05/01/1993,Shohei Aoki,3.0 Stars,3.0 Stars,Normal,65,50,50,80,-,-,80,-,-,-,-,-,-,-,-,95-97,30,No,0,0
16921,26,05/30/1994,Henry Aponte,2.5 Stars,2.5 Stars,Normal,45,50,50,45,45,45,45,45,-,45,-,-,-,-,-,90-92,50,No,0,0
5796,40,01/24/1981,Wilson Archuleta,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1575
8126,34,05/21/1987,Tony Arreguin,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
6357,41,03/24/1980,Victor Ayul,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
4475,52,11/14/1968,David Bailey,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12198,25,05/02/1996,Orlando Barboza,2.5 Stars,2.5 Stars,Normal,45,50,50,55,45,-,-,-,-,50,-,-,-,-,-,93-95,40,No,0,0
3687,46,08/29/1974,Melvin Barela,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8631,32,08/18/1988,Steve Barlow,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
4493,51,03/10/1970,Pedro Barragan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
2588,48,05/28/1972,Jon Barrett,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,179
9259,31,04/08/1990,Nathaniel Beamish,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11963,25,03/06/1996,Jamal al Din bin Rahman,2.5 Stars,2.5 Stars,Fragile,55,40,50,80,65,60,-,-,-,-,-,-,-,50,-,96-98,50,No,0,0
8057,34,02/06/1987,Ramiro Blanco,2.5 Stars,2.5 Stars,Durable,45,45,45,45,-,-,-,55,-,25,50,-,-,-,-,94-96,65,No,0,0
13723,29,10/05/1991,Claudio Boelhouwers,2.0 Stars,2.0 Stars,Fragile,50,45,45,50,45,60,50,35,-,-,-,-,-,-,-,91-93,45,No,0,0
8889,34,02/28/1987,Ubbe Boerema,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
562,52,08/12/1968,Luke Bolender,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,619
12265,33,01/15/1988,GARY BOTTOM,2.0 Stars,2.0 Stars,Normal,50,50,45,45,-,55,30,50,-,50,-,-,-,-,-,90-92,40,No,0,0
8086,35,07/26/1985,Roger Boyle,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8814,32,02/06/1989,Jude Bright,2.0 Stars,2.0 Stars,Iron Man,45,35,55,45,40,-,45,50,-,-,-,-,-,-,-,90-92,40,No,0,0
5058,41,05/03/1980,David Brown,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1354
13703,36,01/28/1985,Vince Cabot,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8139,34,05/07/1987,Ernesto Cajamarca,2.5 Stars,2.5 Stars,Normal,50,50,45,50,25,-,-,-,-,45,-,-,50,25,-,92-94,50,No,0,0
11299,25,08/04/1995,Victor Cantu,2.0 Stars,2.0 Stars,Normal,70,40,50,70,-,-,-,50,-,80,-,-,-,-,-,94-96,35,No,0,0
5866,40,11/09/1980,Vicente Carrillo,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1944
12674,24,12/23/1996,Mike Carrion,2.0 Stars,2.0 Stars,Durable,50,45,55,50,60,-,60,-,-,-,-,50,-,-,-,93-95,65,No,0,0
7831,37,04/07/1984,Alex Castillo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
6936,41,03/04/1980,Chad Cawley,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11136,27,08/06/1993,Manny Chavarria,2.0 Stars,2.0 Stars,Durable,45,50,50,45,-,-,55,45,-,-,-,-,-,-,-,93-95,25,No,0,0
9323,31,04/10/1990,Sandy Chavez,2.0 Stars,2.0 Stars,Durable,50,20,50,50,50,-,50,50,-,-,-,-,-,-,-,92-94,30,No,0,0
11988,25,04/14/1996,Glenn Claessens,2.5 Stars,2.5 Stars,Normal,50,45,50,55,55,-,60,-,-,-,-,-,-,-,-,93-95,55,No,0,0
12203,24,08/06/1996,Callum Clark,2.0 Stars,2.0 Stars,Normal,50,45,50,50,55,-,-,40,-,60,-,-,-,-,-,91-93,50,No,0,0
11274,33,11/22/1987,Jon Clavell,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12235,24,06/29/1996,Luigi Collard,2.0 Stars,2.5 Stars,Normal,45,45,65,50,45,-,45,45,-,40,-,-,-,-,-,92-94,60,No,0,0
10717,27,12/26/1993,CARLOS CONTES,2.5 Stars,2.5 Stars,Normal,55,55,50,80,-,-,60,50,-,-,-,-,-,-,-,96-98,40,No,0,0
10536,27,09/19/1993,Jordan Cooke,2.0 Stars,2.0 Stars,Normal,50,30,45,60,45,-,-,40,-,-,-,50,-,65,-,94-96,60,No,0,0
7141,39,05/24/1982,Jose Coradin,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7221,37,05/01/1984,TOMÁS CORDERO,2.5 Stars,2.5 Stars,Normal,45,45,50,50,-,-,-,-,45,-,-,45,-,-,-,93-95,55,No,0,0
7815,35,04/20/1986,Francisco Coronado,2.0 Stars,2.0 Stars,Iron Man,40,50,45,45,-,-,45,-,-,-,-,-,-,25,-,91-93,55,No,0,0
10345,42,02/10/1979,Roger Crawford,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8473,32,04/27/1989,COREY CROWELL,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8909,43,02/12/1978,Wayne Cutler,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8654,32,11/24/1988,FERNANDO DE ANDA,2.5 Stars,2.5 Stars,Fragile,50,50,45,65,-,-,-,-,55,-,-,-,-,-,-,94-96,55,No,0,0
2819,51,07/26/1969,Chris Dilley,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,56
10744,39,06/13/1981,Ki-ho Do,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
13465,23,08/17/1997,Andre Dowling,2.0 Stars,2.5 Stars,Fragile,50,60,50,50,50,-,40,-,65,-,-,-,-,-,-,91-93,35,No,0,0
9491,34,02/20/1987,EVAN DRAGER,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11886,25,12/19/1995,Ratko Drulovic,2.0 Stars,2.0 Stars,Normal,55,45,40,65,55,65,-,-,-,60,-,-,-,-,-,94-96,30,No,0,0
10675,27,03/17/1994,Sibrand Dubbeldam,2.0 Stars,2.0 Stars,Iron Man,50,45,40,-,55,50,45,-,45,55,-,-,-,40,-,94-96,40,No,0,0
6933,37,11/17/1983,Cortez Duran,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
10648,27,05/26/1993,Archie Edmonds,2.0 Stars,2.0 Stars,Normal,55,40,50,60,40,-,70,-,-,-,-,-,-,75,-,92-94,60,No,0,0
330,51,11/01/1969,Tyler Emison,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,667
11259,25,10/20/1995,Cooper England,2.0 Stars,2.5 Stars,Normal,50,55,50,60,-,-,-,50,-,65,-,-,-,-,-,94-96,35,No,0,0
12459,24,11/13/1996,David Estrada,2.0 Stars,2.0 Stars,Normal,55,45,50,55,40,-,-,65,-,50,-,-,-,-,-,95-97,25,No,0,0
11885,25,05/25/1995,Daniel Fallon,2.0 Stars,2.5 Stars,Normal,75,55,40,80,60,-,-,70,-,-,-,-,-,-,-,96-98,60,No,0,0
10333,28,08/02/1992,Hugo Feliciano,2.0 Stars,2.0 Stars,Wrecked,45,45,45,60,45,-,40,-,-,30,-,-,-,-,-,93-95,65,No,0,0
12194,24,05/31/1996,Ricky Felix,2.5 Stars,2.5 Stars,Normal,70,35,55,80,60,80,50,75,-,-,-,-,-,-,-,97-99,75,No,0,0
8910,49,04/07/1972,Alex Fernandez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12846,24,02/23/1997,Ricardo Figueroa,2.0 Stars,2.5 Stars,Normal,65,55,50,80,-,75,-,-,-,-,-,-,-,-,-,94-96,20,No,0,0
7506,38,01/08/1983,Egiodeo Fioravanti,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12620,24,02/24/1997,Rex Fouracre,2.0 Stars,2.0 Stars,Durable,40,50,50,45,45,-,45,45,-,-,-,-,-,-,-,92-94,45,No,0,0
5087,43,03/31/1978,Manuel Fragoso,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1066
469,56,03/02/1965,Antonio Franco,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1137
7081,38,03/07/1983,Marco Franco,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
17535,34,03/28/1987,Tony Franco,4.0 Stars,4.0 Stars,Normal,75,50,70,80,-,-,-,-,-,-,-,80,-,-,-,97-99,30,No,0,0
6154,40,06/04/1980,Israel Frasquilho,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1888
4726,43,10/21/1977,Tolentino Frederico,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
14321,35,04/26/1986,Raul Fresquez,4.0 Stars,4.0 Stars,Normal,45,80,75,-,50,45,-,55,50,-,-,-,-,-,-,88-90,65,No,0,0
11899,25,07/24/1995,Benjamin Frith,2.5 Stars,2.5 Stars,Normal,50,55,55,45,60,-,-,-,-,60,-,-,-,-,-,92-94,45,No,0,0
12763,24,01/17/1997,Armando Garcia,2.5 Stars,2.5 Stars,Fragile,50,55,50,70,50,-,-,50,-,-,-,-,-,-,-,96-98,40,No,0,0
10726,26,10/25/1994,Luis Garcia,3.0 Stars,3.0 Stars,Normal,50,50,50,70,-,45,-,50,45,-,-,-,-,-,-,97-99,55,No,0,0
7076,37,02/27/1984,Ricky Garcia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8161,34,01/27/1987,Assunção Gasparinho,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8905,32,01/09/1989,Martin Gilbert,2.0 Stars,2.0 Stars,Iron Man,50,50,35,50,55,60,50,-,-,-,-,-,-,25,-,91-93,40,No,0,0
7440,37,01/01/1984,Ricardo Gobbi,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
10497,27,07/16/1993,Jose Gomez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
