STU P,MOV P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VT
55,45,40,40,50,60,45,60,-,-,-,65,-,-,-,-,-,95-97
55,50,50,50,50,80,-,-,75,-,-,-,-,-,-,-,-,97-99
55,45,25,45,45,75,55,50,70,-,-,-,-,-,-,-,-,95-97
55,55,50,55,55,70,-,50,-,-,55,45,-,-,-,-,-,94-96
55,45,45,45,45,60,50,-,-,-,-,55,-,-,-,-,-,94-96
55,45,50,50,45,80,-,50,-,-,-,-,-,-,-,-,-,96-98
55,45,40,40,45,65,-,-,-,45,-,60,-,-,-,-,-,94-96
55,45,45,45,45,50,45,-,60,55,-,-,-,-,-,-,-,91-93
55,45,45,45,45,65,-,-,65,-,-,-,-,-,-,-,-,94-96
55,45,45,50,40,80,55,-,80,-,-,-,-,-,-,-,-,96-98
55,50,50,45,50,60,60,-,-,70,-,-,-,-,-,-,-,93-95
55,45,60,55,40,65,-,-,60,-,-,-,-,-,-,-,-,93-95
55,45,50,55,40,60,-,-,65,50,-,-,-,-,45,-,-,93-95
55,45,35,50,45,70,-,-,65,55,-,-,-,-,50,-,-,93-95
55,50,35,50,45,70,45,50,55,50,-,55,-,-,-,-,-,96-98
55,45,40,45,45,65,55,-,-,55,-,-,-,-,-,-,-,94-96
55,45,35,45,45,80,50,-,-,-,-,55,-,-,-,-,-,96-98
55,30,20,40,30,80,50,-,-,-,-,-,-,-,-,-,-,98-100
55,55,50,50,60,80,60,-,-,70,-,-,-,-,-,-,-,96-98
55,30,35,45,25,80,50,-,-,-,70,-,-,-,-,-,-,95-97
55,50,40,50,50,60,-,-,80,-,-,55,-,-,-,-,-,95-97
55,55,60,50,60,50,70,-,35,60,-,-,-,-,-,-,-,90-92
55,40,30,45,40,70,-,80,-,-,-,-,-,-,-,-,-,94-96
55,45,45,45,40,60,50,70,-,-,60,-,-,-,-,-,-,95-97
55,50,55,50,50,80,50,-,70,50,-,-,-,-,-,-,-,97-99
55,50,50,45,55,75,70,-,-,-,-,-,-,-,-,-,-,95-97
55,40,45,45,40,80,-,-,-,-,50,-,-,-,-,-,-,95-97
55,45,30,45,45,60,40,-,-,-,-,60,-,-,-,-,-,93-95
55,45,50,45,45,70,50,-,-,45,-,75,-,-,-,-,-,95-97
55,45,50,45,45,80,45,-,60,-,-,-,-,-,-,-,-,97-99
55,55,40,50,60,60,50,-,80,65,-,-,-,-,-,-,-,96-98
55,45,50,40,45,65,45,55,-,50,-,50,-,-,-,-,-,94-96
55,45,50,45,45,60,-,-,65,65,-,-,-,-,-,-,-,93-95
55,45,45,40,45,55,-,-,-,45,-,65,-,-,-,-,-,94-96
55,55,50,40,65,65,60,-,65,60,-,-,-,-,-,-,-,94-96
55,50,70,45,55,65,-,-,-,50,-,60,-,-,-,-,-,93-95
55,45,50,45,45,65,40,-,70,65,-,-,-,-,-,-,-,94-96
55,50,30,45,50,75,60,55,80,-,60,55,-,-,-,-,-,96-98
55,45,45,45,40,60,-,-,-,65,-,55,-,-,-,-,-,95-97
55,65,55,45,75,60,75,-,75,-,-,-,-,-,-,-,-,93-95
55,45,40,45,45,80,55,-,55,-,-,-,-,-,-,-,-,97-99
55,45,30,45,45,75,55,-,-,50,-,-,-,-,-,80,-,95-97
55,35,40,45,35,60,50,-,-,-,55,45,-,-,-,-,-,93-95
55,50,65,45,55,50,40,-,-,65,-,60,-,-,-,-,-,90-92
55,50,35,45,60,50,55,-,-,75,-,40,-,-,-,-,-,95-97
55,45,50,50,45,75,-,-,55,-,-,-,-,-,-,60,-,95-97
55,45,40,50,45,80,55,75,-,-,60,-,-,-,-,-,-,98-100
55,50,60,50,50,60,65,-,-,-,-,-,-,-,-,80,-,93-95
55,40,50,45,40,80,-,-,-,-,-,-,-,60,-,-,-,97-99
55,50,50,50,50,65,55,45,60,-,55,-,-,-,-,55,-,96-98
55,20,25,45,20,65,45,70,70,-,50,-,50,-,-,-,-,95-97
55,45,40,45,45,60,55,-,-,55,-,40,-,-,-,-,-,94-96
55,40,45,50,35,65,55,50,70,-,-,-,-,-,-,-,-,94-96
55,50,50,45,50,80,60,-,-,-,70,-,-,-,-,-,-,98-100
55,35,30,45,30,80,50,-,80,-,-,-,-,-,-,-,-,95-97
55,45,50,55,45,70,60,-,-,55,-,-,-,-,-,-,-,94-96
55,60,70,50,65,55,60,55,-,-,-,65,-,-,-,-,-,97-99
55,50,35,45,50,60,50,-,65,-,-,65,-,-,-,-,-,94-96
55,55,50,50,60,45,80,-,-,-,-,-,-,-,-,65,-,92-94
55,45,45,45,45,55,50,-,-,65,-,-,-,-,-,-,-,96-98
55,35,45,45,35,60,55,65,-,-,-,-,70,-,-,50,-,95-97
55,45,30,50,45,55,-,-,-,60,-,-,-,-,-,-,-,92-94
55,45,55,45,45,55,55,-,40,-,80,-,-,-,-,-,-,93-95
55,35,40,45,35,60,45,-,-,55,-,-,45,-,-,-,-,94-96
55,45,30,45,45,65,55,60,65,-,55,-,-,-,-,50,-,94-96
55,45,40,45,45,80,55,-,-,-,-,75,-,55,-,-,-,96-98
55,45,45,45,40,55,45,50,65,60,50,-,-,-,-,-,-,95-97
55,65,20,55,65,80,60,-,80,60,-,-,-,-,-,-,-,98-100
55,45,35,45,40,80,-,-,-,-,-,-,-,-,-,75,-,96-98
55,50,45,50,50,75,-,-,65,60,-,-,-,-,-,-,-,95-97
55,45,45,40,45,80,-,-,70,-,-,-,-,-,-,-,-,95-97
55,45,35,40,45,80,55,-,-,-,45,-,-,-,-,-,-,97-99
55,65,60,50,70,75,-,-,-,65,-,75,-,-,-,-,-,95-97
55,50,40,45,55,50,-,-,-,65,-,50,-,-,-,-,-,91-93
55,55,65,50,60,55,80,65,-,-,-,65,-,-,-,-,-,92-94
55,40,55,40,40,-,55,-,70,-,-,75,-,-,-,-,-,94-96
55,45,45,45,45,80,60,-,80,-,-,-,-,-,-,-,-,96-98
55,45,50,45,50,75,55,-,45,-,-,60,50,-,-,-,-,96-98
55,40,35,50,40,60,65,-,60,-,-,-,-,-,-,-,-,92-94
55,35,40,45,35,65,50,-,-,50,-,-,-,-,-,-,-,95-97
55,45,55,45,45,80,-,-,80,65,-,-,-,-,-,-,-,97-99
55,45,45,45,45,80,50,-,-,-,-,-,-,-,-,-,-,97-99
55,50,45,45,50,65,55,-,75,60,-,-,-,-,-,-,-,96-98
55,50,45,45,50,65,50,50,-,55,-,40,-,-,-,-,-,95-97
55,55,50,55,55,55,45,50,70,-,55,-,-,-,-,40,-,93-95
55,50,50,45,55,65,50,55,-,55,55,-,-,-,-,-,-,96-98
55,50,50,45,50,75,-,-,-,65,-,65,-,-,-,-,-,96-98
55,45,50,45,40,65,-,-,-,55,50,-,-,-,-,70,-,94-96
55,35,45,45,35,55,50,-,80,50,55,-,-,-,-,-,-,95-97
55,45,50,45,40,75,60,50,-,55,-,-,-,-,-,-,-,96-98
55,55,60,50,55,75,-,-,-,65,-,60,-,-,-,-,-,97-99
55,40,45,45,40,65,50,-,-,-,-,65,-,-,-,-,-,94-96
55,65,50,55,70,65,55,65,-,45,70,-,-,-,-,-,-,94-96
55,50,50,55,45,65,65,-,80,-,-,-,-,-,-,-,-,94-96
55,50,50,45,50,80,-,-,-,75,-,55,-,-,-,-,-,97-99
55,45,45,40,50,-,55,-,-,-,-,80,-,-,-,-,-,96-98
55,50,30,50,50,75,45,-,50,65,-,-,-,-,-,-,-,96-98
55,50,45,45,50,70,-,-,55,-,-,-,-,-,-,-,-,93-95
55,55,45,55,55,60,-,-,30,60,-,-,-,-,-,-,-,93-95
55,45,30,40,45,80,-,70,-,-,-,-,-,-,-,-,-,95-97
55,45,30,45,45,55,60,-,-,60,-,60,-,-,-,-,-,93-95
55,45,35,45,50,65,65,-,65,-,-,-,-,-,-,-,-,93-95
55,40,45,45,35,70,60,-,40,-,-,-,-,-,-,-,-,94-96
55,55,35,45,60,80,55,60,-,55,-,-,-,-,-,-,-,95-97
55,45,50,45,45,80,50,-,-,-,50,-,-,-,-,-,-,97-99
55,45,30,45,45,60,-,70,-,-,-,65,-,-,-,-,-,93-95
55,45,35,45,45,80,55,-,-,-,-,-,-,-,-,-,-,98-100
55,40,40,40,40,80,-,-,75,-,-,-,-,-,-,-,-,98-100
55,50,45,45,55,70,55,75,75,-,-,-,-,-,-,-,-,96-98
55,30,35,45,25,70,45,75,-,-,55,-,-,-,-,-,-,94-96
55,30,55,45,20,70,45,75,45,-,-,55,-,-,-,-,-,95-97
55,55,40,45,65,50,-,-,60,70,-,-,-,-,-,-,-,91-93
55,50,50,45,50,65,-,65,-,-,-,-,-,-,-,-,-,93-95
55,45,50,45,45,75,50,-,70,-,-,-,-,-,-,-,-,96-98
55,45,35,45,45,75,55,40,-,-,65,-,-,-,-,-,-,97-99
55,50,40,45,50,70,55,-,-,70,-,40,-,-,-,-,-,95-97
55,55,45,50,60,50,65,-,-,45,65,-,-,-,-,-,-,90-92
55,60,35,50,65,80,-,80,-,80,-,-,-,-,-,-,-,98-100
55,50,45,50,50,75,50,65,70,60,35,-,-,-,-,-,-,97-99
55,20,30,45,20,80,50,-,-,45,50,-,-,-,-,-,-,96-98
55,45,35,50,40,45,55,70,-,70,-,-,-,-,-,-,-,94-96
55,50,45,45,50,75,55,-,75,55,-,-,-,-,-,-,-,96-98
55,50,40,45,50,75,65,40,75,-,-,-,-,-,-,-,-,95-97
55,45,50,45,50,-,65,45,-,-,65,70,-,-,-,-,-,94-96
55,45,60,55,45,65,-,-,70,-,-,50,-,-,-,-,-,94-96
55,50,50,50,55,80,55,-,-,80,-,-,-,-,-,-,-,97-99
55,40,50,45,40,65,55,75,65,-,-,-,-,-,-,-,-,93-95
55,45,30,45,45,50,-,-,55,-,-,65,-,-,-,-,-,91-93
55,30,35,45,25,80,45,-,80,-,-,40,-,-,-,-,-,97-99
55,45,35,45,45,75,-,-,80,-,-,-,-,-,-,-,-,96-98
55,45,60,50,45,70,55,75,-,60,-,-,-,-,-,-,-,95-97
55,55,45,50,65,-,75,70,-,-,75,75,-,-,-,-,-,94-96
55,55,40,50,55,70,50,-,-,70,-,70,-,-,-,-,-,96-98
55,45,45,40,50,80,50,50,-,65,-,-,-,-,-,-,-,95-97
55,45,55,45,50,70,45,-,75,-,70,-,-,-,-,-,-,95-97
55,55,40,50,55,50,50,80,-,60,-,-,-,-,40,-,-,95-97
55,40,45,40,35,80,-,-,-,50,-,55,-,-,-,-,-,99-101
55,45,35,50,45,55,-,55,-,55,-,45,-,-,-,-,-,94-96
55,45,35,45,45,70,-,-,80,-,-,-,-,-,-,-,-,96-98
55,60,55,50,65,55,-,50,-,55,65,-,-,-,-,-,-,94-96
55,45,45,50,40,75,45,-,-,50,-,-,-,-,-,-,-,96-98
55,45,55,50,45,50,-,-,-,25,-,55,50,-,-,-,-,91-93
55,40,30,40,40,70,-,-,-,50,-,50,-,-,50,-,-,97-99
55,40,50,45,40,80,-,60,-,-,-,-,-,-,-,-,-,95-97
55,45,40,45,40,60,50,-,-,-,-,55,40,-,-,-,-,94-96
55,45,20,45,45,65,55,65,-,-,60,-,-,-,-,70,-,96-98
55,50,45,40,55,80,-,65,-,-,-,-,-,-,-,-,-,95-97
55,50,45,45,50,80,55,-,-,45,35,-,-,-,-,-,-,96-98
55,50,45,45,50,65,55,-,-,55,-,-,-,-,-,-,-,94-96
55,50,55,50,55,50,75,-,-,-,70,-,-,-,-,-,-,91-93
55,45,50,50,45,80,50,-,-,-,75,-,-,-,-,-,-,98-100
55,35,40,45,30,75,-,50,60,-,-,-,-,-,-,-,-,93-95
55,40,45,45,40,80,55,-,-,-,-,-,45,-,-,-,-,96-98
55,50,35,50,50,80,55,-,50,-,80,-,-,-,-,-,-,96-98
55,30,25,45,20,75,45,55,60,-,50,-,-,-,-,55,-,97-99
55,50,45,45,50,70,60,70,-,60,-,-,-,-,-,-,-,94-96
55,45,40,45,45,80,55,80,50,55,-,-,-,-,-,-,-,96-98
55,50,80,55,50,60,50,35,-,-,-,65,-,-,-,-,-,94-96
55,50,45,50,50,75,50,55,60,-,50,-,-,-,-,-,-,95-97
55,45,30,40,45,-,55,-,-,-,-,75,-,-,-,-,-,94-96
55,40,55,45,40,60,40,65,65,50,-,-,-,-,65,-,-,94-96
55,50,30,45,55,70,60,-,70,-,-,45,-,-,-,45,-,94-96
55,45,50,50,45,-,50,-,-,-,75,80,-,-,-,-,-,94-96
55,50,45,50,50,75,-,75,-,-,60,-,-,-,-,-,-,95-97
55,40,45,45,40,80,55,-,-,-,-,-,-,-,-,-,-,97-99
55,45,35,45,45,45,65,-,65,-,-,-,-,-,-,-,-,92-94
55,50,50,45,55,50,60,-,-,-,-,80,-,-,-,-,-,97-99
55,50,50,45,55,80,-,-,80,70,-,-,-,-,-,-,-,98-100
55,45,55,40,45,65,65,-,-,65,-,-,-,-,-,-,-,93-95
55,55,75,50,55,60,65,75,-,-,75,-,-,-,-,-,-,93-95
55,50,50,45,50,50,65,-,45,60,-,-,-,-,-,-,-,91-93
55,45,45,45,45,65,55,-,65,-,-,65,-,-,-,-,-,94-96
55,50,50,50,50,-,50,70,60,-,65,65,-,-,-,55,-,94-96
55,50,45,50,45,65,-,-,-,-,-,-,-,-,-,65,-,93-95
55,40,55,45,40,55,50,-,60,60,-,-,-,-,-,-,-,93-95
55,55,55,45,55,55,75,-,-,45,-,-,-,-,-,-,-,91-93
55,40,35,45,35,65,-,75,-,-,-,-,-,-,-,-,-,94-96
55,55,25,50,55,60,60,-,65,-,-,55,-,-,45,-,-,94-96
55,45,50,40,50,45,65,-,-,-,-,-,-,-,-,80,-,89-91
55,45,35,45,45,50,65,-,-,40,-,-,-,-,-,-,-,91-93
55,50,55,50,50,55,60,-,-,-,-,-,-,-,-,-,-,91-93
55,45,35,45,45,60,50,50,75,-,-,-,-,-,50,-,-,95-97
55,50,40,40,60,55,50,-,-,60,-,-,-,-,-,-,-,93-95
55,30,40,45,25,80,-,80,-,-,-,-,-,-,-,-,-,97-99
55,35,30,45,35,70,-,-,70,-,-,-,-,-,-,-,-,95-97
55,45,40,45,45,65,55,-,-,-,-,-,-,-,-,-,-,92-94
55,35,25,45,35,80,50,-,60,-,-,-,-,-,-,65,-,98-100
55,45,45,45,40,75,55,75,-,-,-,55,-,-,-,-,-,96-98
55,50,35,50,50,55,-,-,-,55,-,-,-,-,-,-,-,93-95
55,50,45,45,50,55,40,-,-,65,-,50,-,-,-,-,-,95-97
55,50,55,50,50,65,-,-,-,50,-,65,-,-,-,-,-,94-96
55,50,40,50,50,65,40,-,70,-,-,-,-,-,-,80,-,93-95
55,40,35,50,35,80,-,70,-,-,-,55,-,-,-,45,-,96-98
55,45,45,50,40,65,50,65,-,-,-,60,-,-,-,-,-,95-97
55,45,20,45,40,70,-,70,-,-,-,-,-,-,-,-,-,94-96
55,55,55,45,60,75,65,-,50,-,-,-,-,-,-,-,-,95-97
55,25,55,45,20,70,50,-,-,-,-,-,-,-,75,-,-,94-96
55,45,45,55,40,65,40,50,55,-,50,65,-,-,-,-,-,95-97
55,35,30,45,30,65,50,70,70,-,65,-,-,-,-,70,-,94-96
55,50,50,45,50,55,70,-,-,55,-,-,60,-,-,-,-,92-94
55,40,40,40,40,70,50,-,-,-,50,-,-,-,-,50,-,95-97
55,45,40,45,45,70,-,40,-,-,-,60,-,-,-,-,-,95-97
55,40,40,45,40,80,-,-,-,55,-,55,-,-,-,-,-,97-99
55,45,55,55,45,80,-,-,55,-,-,-,-,-,-,-,-,97-99
55,60,50,50,65,50,70,65,-,65,-,-,-,-,-,-,-,92-94
55,65,60,45,75,65,-,-,65,-,-,-,-,-,-,-,-,94-96
55,45,50,45,50,65,-,-,-,-,-,-,-,60,-,-,-,94-96
55,50,50,50,50,75,45,-,-,65,-,-,-,-,-,-,-,97-99
55,45,45,45,50,80,55,75,60,-,-,-,-,50,-,-,-,97-99
55,50,40,45,50,-,60,75,-,-,45,75,-,-,-,75,-,95-97
55,45,40,50,45,55,55,-,-,55,-,60,-,-,-,-,-,92-94
55,55,50,50,55,80,60,-,-,-,-,75,-,-,-,-,-,95-97
55,45,35,45,50,70,55,-,65,45,-,-,-,-,-,-,-,94-96
55,45,25,40,45,-,-,-,80,-,-,70,-,-,-,-,-,96-98
55,50,50,50,55,80,-,60,-,-,-,-,-,-,-,-,-,96-98
55,50,55,50,45,80,-,-,60,55,-,-,-,-,-,-,-,96-98
55,45,35,45,45,65,45,-,-,-,-,55,-,-,-,-,-,95-97
55,45,45,45,45,45,75,-,-,-,-,-,-,-,-,45,-,88-90
55,45,45,45,50,50,55,-,-,40,-,60,-,-,-,-,-,92-94
55,50,35,45,50,70,50,-,75,-,-,50,-,-,45,-,-,95-97
55,45,40,50,40,45,55,-,-,80,-,-,-,-,-,-,-,93-95
55,45,45,45,50,70,65,-,-,45,-,-,-,-,-,-,-,93-95
55,50,50,45,50,70,65,-,-,-,-,-,-,-,-,-,-,96-98
55,35,45,50,35,70,45,80,60,-,-,-,-,-,-,-,-,95-97
55,55,35,45,60,60,50,55,-,-,-,60,-,-,-,-,-,94-96
55,45,50,45,45,55,-,50,55,55,-,-,-,-,-,-,-,92-94
55,40,30,45,40,75,-,-,75,-,-,-,-,-,-,-,-,96-98
55,55,40,45,60,65,50,-,-,60,-,70,-,-,-,-,-,95-97
55,45,40,45,45,75,50,-,-,-,45,-,-,-,-,-,-,94-96
55,45,45,45,45,65,55,-,-,55,-,50,-,60,-,-,-,94-96
55,50,50,45,55,80,60,-,-,-,-,-,-,-,-,-,-,94-96
55,55,45,50,55,70,35,-,-,55,-,65,-,-,-,-,-,95-97
55,45,30,45,45,65,60,40,60,-,-,-,-,-,-,-,-,93-95
55,45,25,50,45,80,50,-,75,-,-,-,-,-,-,-,-,95-97
55,65,70,50,75,55,75,75,-,65,-,65,-,-,-,-,-,92-94
55,40,45,40,40,70,50,-,65,50,-,-,-,-,50,-,-,96-98
55,50,30,50,50,60,-,-,65,-,-,55,-,-,-,-,-,94-96
55,55,45,45,60,65,60,80,-,65,-,60,-,-,-,-,-,95-97
55,45,45,45,50,65,-,-,-,45,-,55,-,-,-,-,-,95-97
55,45,20,50,45,55,-,-,60,-,-,-,-,-,-,-,-,92-94
55,40,35,45,40,60,40,-,-,-,-,55,-,-,45,-,-,94-96
55,50,50,45,50,80,65,-,-,-,45,-,-,-,-,-,-,94-96
55,50,25,45,50,80,45,75,75,-,-,-,-,-,-,-,-,96-98
55,50,50,50,50,70,60,-,55,60,60,-,-,-,-,65,-,96-98
55,55,45,50,60,65,-,-,65,-,-,-,-,-,-,-,-,94-96
55,40,30,45,35,80,55,-,80,-,-,-,-,-,-,-,-,96-98
55,55,40,60,55,-,40,-,-,55,-,75,-,-,-,-,-,95-97
55,30,20,40,25,75,50,-,55,-,-,-,-,-,-,-,-,94-96
55,50,55,45,50,65,50,-,-,55,-,55,-,-,-,-,-,95-97
55,65,50,50,70,55,70,-,-,-,-,70,-,-,-,-,-,92-94
55,50,30,40,50,60,60,80,-,50,-,-,-,55,-,-,-,94-96
55,45,40,45,45,80,-,-,80,-,-,-,-,-,-,-,-,97-99
55,55,45,50,55,55,70,-,-,65,-,-,-,-,-,-,-,92-94
55,40,30,45,35,80,-,-,60,-,-,-,-,-,-,-,-,97-99
55,40,35,40,40,80,50,-,50,-,-,-,-,-,-,-,-,95-97
55,55,50,50,60,-,55,65,75,-,60,55,-,-,-,55,-,96-98
55,35,50,40,35,60,50,70,-,-,35,-,-,-,-,-,-,93-95
55,40,50,50,40,65,-,-,60,55,-,-,-,-,-,-,-,94-96
55,45,55,50,45,55,-,-,65,-,-,60,-,-,-,-,-,94-96
55,45,25,50,45,80,60,70,-,-,-,65,-,50,-,-,-,96-98
55,40,30,45,40,80,55,-,-,45,-,-,-,-,-,55,-,97-99
55,45,35,45,45,80,55,-,-,-,-,65,-,-,-,-,-,98-100
55,45,45,40,45,55,-,-,65,55,-,-,-,-,-,-,-,94-96
55,45,30,45,45,65,55,55,60,-,60,-,-,-,-,-,-,95-97
55,45,50,45,50,-,-,-,65,-,-,75,-,-,-,-,-,93-95
55,65,45,50,75,60,70,-,60,70,-,-,-,-,-,-,-,93-95
55,45,25,45,45,80,55,-,-,-,70,-,-,-,-,-,-,98-100
55,60,50,50,65,-,60,70,80,75,50,-,-,-,-,-,-,98-100
55,50,30,50,50,70,65,-,-,-,80,-,-,-,-,-,-,94-96
55,50,45,55,45,70,50,40,60,55,50,-,-,-,-,-,-,95-97
55,35,40,45,35,80,55,-,75,-,-,-,-,-,-,-,-,95-97
55,45,45,40,45,-,-,-,75,-,-,65,-,-,-,-,-,95-97
55,40,45,45,40,80,-,80,-,-,-,-,-,-,-,-,-,96-98
55,45,25,40,45,70,55,80,75,-,-,-,-,-,-,-,-,96-98
55,50,35,50,50,80,45,-,-,55,-,-,-,-,-,-,-,95-97
55,45,30,40,50,-,-,-,55,-,-,75,-,-,-,-,-,94-96
55,50,50,50,55,55,80,-,40,-,-,-,-,-,-,-,-,92-94
55,55,70,45,65,60,70,-,-,-,-,-,-,-,-,80,-,93-95
55,50,35,45,50,55,70,-,-,-,80,-,-,-,-,-,-,92-94
55,45,40,45,50,55,-,-,-,-,-,-,-,-,-,80,-,94-96
55,45,35,50,45,65,-,40,-,-,-,55,-,-,-,-,-,94-96
55,45,35,40,50,80,55,65,80,50,-,-,-,-,-,-,-,97-99
55,50,50,50,45,-,50,-,-,60,-,50,-,-,-,-,-,96-98
55,45,20,45,50,75,-,45,60,60,-,-,-,-,-,-,-,96-98
55,50,65,45,50,80,65,-,-,-,-,-,-,-,-,-,-,97-99
60,45,25,45,45,75,60,-,-,-,75,-,-,-,-,-,-,94-96
60,45,50,45,45,70,55,75,75,60,-,-,-,-,-,-,-,95-97
60,45,55,45,45,75,55,-,-,-,-,-,-,-,-,-,-,93-95
60,45,50,40,45,80,-,75,-,-,-,-,-,-,-,-,-,95-97
60,60,60,50,65,-,75,80,80,-,-,80,-,-,-,-,-,96-98
60,50,25,50,50,70,65,-,80,-,65,-,-,-,-,-,-,95-97
60,50,50,50,50,80,-,-,-,50,-,70,-,-,-,-,-,95-97
60,45,30,50,45,80,70,-,80,-,-,-,-,-,-,-,-,95-97
60,50,30,55,50,80,60,-,80,-,80,-,-,-,-,-,-,97-99
60,45,50,45,45,65,50,-,45,50,70,-,-,-,-,-,-,93-95
60,65,60,50,75,80,70,-,80,50,-,-,-,-,-,40,-,99-101
60,50,50,45,50,75,70,-,-,-,70,-,-,-,-,-,-,93-95
60,45,40,45,40,80,55,-,70,-,-,-,-,-,-,-,-,95-97
60,45,55,50,45,65,50,-,55,60,40,-,-,-,-,-,-,94-96
60,50,75,45,55,80,75,-,-,-,80,-,-,-,-,-,-,95-97
60,60,50,50,60,80,50,-,-,-,55,-,-,-,-,-,-,96-98
60,70,75,55,75,-,55,80,80,-,70,80,-,-,-,70,-,97-99
60,65,45,50,70,-,75,80,75,-,70,70,-,-,-,-,-,94-96
60,50,55,45,50,70,-,-,45,-,-,70,-,-,-,-,-,94-96
60,45,50,45,50,-,60,-,-,-,-,80,-,-,-,-,-,98-100
60,50,25,45,50,80,50,-,-,60,-,-,-,-,-,-,-,96-98
60,45,45,50,45,-,-,-,80,-,-,75,-,-,-,-,-,96-98
60,50,35,45,50,60,80,-,-,80,-,-,-,-,-,-,-,93-95
60,55,35,55,55,65,-,70,-,-,-,-,-,-,-,-,-,92-94
60,45,45,50,45,80,65,-,-,-,75,-,-,-,-,-,-,96-98
60,50,45,45,50,80,-,80,-,-,-,-,-,-,-,-,-,95-97
60,40,50,50,40,80,-,80,-,-,-,-,-,-,-,-,-,96-98
60,50,40,40,50,-,35,80,75,-,-,80,-,-,-,-,-,96-98
60,45,45,45,50,70,-,-,80,-,-,-,-,-,-,-,-,95-97
60,50,50,50,55,80,60,-,-,-,-,80,-,-,55,-,-,96-98
60,40,50,40,40,70,55,-,75,60,-,-,40,-,-,-,-,96-98
60,55,50,45,55,60,-,-,60,-,-,-,-,-,-,-,-,92-94
60,45,50,45,45,80,50,65,70,-,65,-,-,-,-,80,-,98-100
60,50,25,50,45,80,-,70,-,-,-,-,-,-,-,-,-,94-96
60,35,40,45,35,80,50,80,-,-,35,-,-,-,-,-,-,98-100
60,50,35,50,50,80,-,-,75,-,-,-,-,-,-,-,-,95-97
60,55,30,50,55,65,70,-,-,-,-,-,-,-,-,-,-,92-94
60,45,25,45,45,70,55,-,-,60,-,-,-,-,-,-,-,94-96
60,45,30,45,45,55,55,-,-,-,70,-,-,-,-,-,-,91-93
60,45,45,45,45,80,-,80,-,-,-,-,-,-,-,-,-,98-100
60,30,30,45,25,80,-,75,-,-,-,-,-,-,-,-,-,97-99
60,45,55,45,50,80,-,-,-,65,-,55,-,-,-,-,-,96-98
60,70,35,50,80,55,80,-,-,80,-,-,-,-,-,-,-,91-93
60,45,30,45,45,70,-,-,80,-,-,65,-,-,-,-,-,98-100
60,45,40,50,45,80,-,80,-,70,-,-,-,-,-,-,-,97-99
60,50,30,45,50,80,65,-,-,-,-,-,-,-,-,-,-,96-98
60,50,35,50,50,80,60,80,-,60,-,-,-,-,-,-,-,98-100
60,45,45,45,45,-,-,-,80,75,-,-,-,-,-,-,-,99-101
60,50,45,50,50,80,30,-,-,65,-,-,-,-,-,-,-,96-98
60,50,45,45,50,80,50,-,-,-,80,-,-,-,-,-,-,100+
60,60,40,50,65,75,-,-,-,80,-,80,-,-,-,-,-,96-98
60,50,45,50,55,80,-,75,-,-,-,-,-,-,-,-,-,98-100
60,50,40,45,50,80,65,-,-,-,-,-,-,-,-,-,-,94-96
60,30,35,45,30,80,55,-,-,-,-,-,-,-,-,-,-,95-97
60,40,45,45,40,80,55,-,50,55,-,-,-,-,-,-,-,95-97
60,40,25,45,40,75,-,80,-,-,-,-,-,-,-,-,-,94-96
60,20,30,45,20,80,-,-,80,-,-,-,-,-,-,-,-,98-100
60,35,25,45,30,50,-,-,-,-,80,-,-,-,-,-,-,90-92
60,45,40,45,45,65,70,-,-,-,-,-,-,-,-,-,-,94-96
60,50,65,45,55,80,-,-,80,75,-,-,-,-,-,-,-,95-97
60,40,50,40,40,80,55,-,55,45,-,-,-,-,-,-,-,97-99
60,50,40,50,50,80,55,-,80,-,-,-,-,-,-,-,-,99-101
60,45,50,50,45,80,60,45,-,65,-,-,-,-,-,-,-,96-98
60,45,50,45,45,60,-,-,-,-,75,-,-,-,-,-,-,92-94
60,45,45,45,50,75,60,-,50,-,80,-,-,-,45,-,-,94-96
60,45,55,50,45,80,55,-,-,60,-,65,-,50,-,-,-,95-97
60,30,35,45,25,75,50,-,65,55,-,65,-,-,-,-,-,95-97
60,45,25,45,45,80,55,-,-,65,-,-,-,40,-,-,-,96-98
60,45,25,45,45,80,55,75,-,60,-,-,-,-,-,-,-,96-98
60,30,25,45,30,80,45,75,-,-,45,65,-,-,-,-,-,95-97
60,55,55,50,55,70,-,-,-,55,-,80,-,-,-,-,-,94-96
60,45,55,50,40,75,50,-,45,60,-,65,-,-,-,-,-,95-97
60,50,65,50,45,80,70,-,-,50,-,-,65,-,-,-,-,99-101
60,45,35,45,45,75,-,-,75,-,-,-,-,-,-,-,-,94-96
60,40,40,50,40,80,55,-,75,-,-,55,-,-,40,-,-,97-99
60,70,45,50,80,-,-,-,-,80,70,80,-,-,-,-,-,96-98
60,65,50,50,70,80,-,-,-,65,-,55,-,-,-,-,-,95-97
60,50,55,50,50,80,60,-,80,-,-,-,-,-,-,-,-,98-100
60,45,35,40,45,55,80,-,-,45,-,-,-,-,-,-,-,92-94
60,45,35,45,45,75,70,80,-,70,-,-,-,-,-,-,-,95-97
60,45,25,45,45,80,45,75,80,50,-,-,-,-,-,-,-,97-99
